Participant_ID,zcr,rms,envelope,temporal_moments,peak_to_peak,"(zcr, rms)","(zcr, envelope)","(zcr, temporal_moments)","(zcr, peak_to_peak)","(rms, envelope)","(rms, temporal_moments)","(rms, peak_to_peak)","(envelope, temporal_moments)","(envelope, peak_to_peak)","(temporal_moments, peak_to_peak)","(zcr, rms, envelope)","(zcr, rms, temporal_moments)","(zcr, rms, peak_to_peak)","(zcr, envelope, temporal_moments)","(zcr, envelope, peak_to_peak)","(zcr, temporal_moments, peak_to_peak)","(rms, envelope, temporal_moments)","(rms, envelope, peak_to_peak)","(rms, temporal_moments, peak_to_peak)","(envelope, temporal_moments, peak_to_peak)","(zcr, rms, envelope, temporal_moments)","(zcr, rms, envelope, peak_to_peak)","(zcr, rms, temporal_moments, peak_to_peak)","(zcr, envelope, temporal_moments, peak_to_peak)","(rms, envelope, temporal_moments, peak_to_peak)","(zcr, rms, envelope, temporal_moments, peak_to_peak)"
475,0.056690903159476454,0.0021973525,0.0025314952,8.24429531562478,0.20577478,0.00012456989613106453,0.00014351274799138887,0.4673765473562098,0.011665558357402624,5.5625874e-06,0.01811562268204099,0.00045215973,0.02087039383848782,0.0005209179,1.6964680885315102,3.153480913944933e-07,0.0010269910111412007,2.563334348025118e-05,0.0011831614759978469,2.953130473182294e-05,0.09617430812008197,4.585961146819814e-05,1.1446402e-06,0.003727738346019102,0.004294600785949169,2.5998227926748364e-06,6.489068541930725e-08,0.00021132885357803577,0.0002434647972648558,9.436751648234221e-06,5.34977973830076e-07
313,0.04203299291619178,0.003250592,0.0039376854,138.8706856771055,1.1708083,0.00013663210725403294,0.00016551270237821297,5.837150547332471,0.04921257762226076,1.2799808e-05,0.4514119291411727,0.0038058201,0.5468290709957746,0.004610275,162.59095353898755,5.380142534302719e-07,0.018974194419875377,0.0001599700073068543,0.02298486246753313,0.00019378364822839552,6.83418439834113,0.0017775181611951476,1.4986122e-05,0.5285168402537619,0.6402320233571044,7.471440827791788e-05,6.299115616537631e-07,0.022215144602474434,0.0269108681024883,0.002081133043683339,8.747625048279442e-05
307,0.04837156541993121,0.06435424,0.079932876,2.453123350683882,1.9109789,0.0031129153734694975,0.0038664783373123317,0.11866141664076627,0.0924370415211478,0.0051440196,0.15786889105338617,0.122979596,0.19608520443429886,0.15275005,4.6878669948983775,0.0002488242783320585,0.007636365391360862,0.005948715637609986,0.009484948294174272,0.007388758571362911,0.22675946502366323,0.012618914481976388,0.009830113,0.30168412187021104,0.3747146908854746,0.0006103966473934383,0.0004754979490114429,0.014592933237199415,0.018125536183976033,0.024114479483883598,0.0011664551219222647
461,0.05624124397474568,0.001229483,0.0014935931,19.046373771915487,0.21888006,6.914765629916925e-05,8.400153369998309e-05,1.071191754140496,0.012310086705778428,1.8363475e-06,0.023417193757615126,0.00026910933,0.0284475323657929,0.00032691774,4.168871383218796,1.0327846203931301e-07,0.0013170121073259238,1.5135042975336118e-05,0.0015999246082640329,1.8386260512471824e-05,0.2344625125629438,3.4975758919426275e-05,4.0193984e-07,0.005125556712289259,0.006226597515261171,1.9670801905893407e-06,2.2605595692625115e-08,0.00028826768556225555,0.0003501915899883488,7.65549611761566e-06,4.305546248985407e-07
449,0.05144877470981035,0.005895825,0.006807836,5.560489567682587,0.4783817,0.0003033329774488482,0.00035025480892761135,0.2860803750439522,0.024612151967140325,4.013781e-05,0.03278367397769725,0.0028204548,0.03785489979222519,0.003256744,2.6600364153163465,2.0650410948957157e-06,0.001686679856638418,0.00014510894340487825,0.0019475882110726406,0.00016755548860339118,0.13685561425150222,0.00022318586846372304,1.9201194e-05,0.015683109472117547,0.018109091064698546,1.1482639465003454e-05,9.878778558407877e-07,0.0008068767659802684,0.0009316905463871151,0.00010676803369040995,5.493084511547343e-06
448,0.05758946464036179,0.0048535373,0.005915721,19.931474230360962,0.9369605,0.00027951261507547915,0.0003406832023045035,1.147842930419655,0.05395905464151622,2.8712173e-05,0.09673815374441232,0.0045475727,0.11790903961086732,0.005542797,18.67500442656074,1.6535186319770248e-06,0.005571098484437716,0.0002618922847093186,0.006790318467449061,0.00031920670982781935,1.0754835070820197,0.0005722759224883244,2.6902173e-05,0.09063983067756728,0.11047611487314428,3.2957064002671784e-05,1.5492816745353394e-06,0.0052198993238141405,0.00636226031109149,0.0005361999449796865,3.08794677715716e-05
306,0.040161476337570355,0.03098045,0.03874076,6.499790276992197,1.961405,0.0012442205762632035,0.0015558861794176368,0.261041173408592,0.07877292205550762,0.0012002062,0.20136642229119925,0.06076521,0.251806825428497,0.075986326,12.748721400654254,4.820205269555785e-05,0.0080871728040292,0.0024404205077031152,0.010112933861085293,0.00305172299216134,0.5120074728666527,0.007801088555814936,0.0023540906,0.3949611153338564,0.4938951762081513,0.0003133032334416524,9.454374903919075e-05,0.015862221487741072,0.01983555943252381,0.015301094401762689,0.0006145145407553224
474,0.05585205200378693,0.006448064,0.007694799,5.16485874667515,0.52665246,0.00036013760581904186,0.0004297703132006512,0.28846795931151425,0.02941462032300737,4.9616556e-05,0.03330333974649684,0.0033958887,0.039742549853767226,0.004052485,2.7200855403685518,2.771186484566189e-06,0.0018600598634211257,0.0001896673543612283,0.002219702961195702,0.00022633959067502093,0.15192235905541324,0.0002562625049570102,2.6130681e-05,0.017539285648178242,0.02093051146155727,1.4312786753479642e-05,1.4594521662738037e-06,0.000979605094131325,0.0011690120146167552,0.00013496127744459883,7.53786428633325e-06
312,0.03636853596739705,0.011261923,0.012990435,29.987645162180637,2.001268,0.000409579660366364,0.00047244308994819404,1.0906067516583067,0.0727831839653657,0.00014629727,0.3377185579239044,0.022538126,0.3895525449083569,0.02599734,60.013311959648675,5.320617813620122e-06,0.012282329520712985,0.000819678630881403,0.014167455740690633,0.0009454851952162944,2.1825962945271025,0.004387110858172854,0.00029278002,0.6758653125858229,0.7795990073853551,0.00015955279903841758,1.0647981691791795e-05,0.024580231929893556,0.028352874540241328,0.00877978417808996,0.00031930789666684826
489,0.057355855912674225,0.0029626219,0.0033586575,17.495837100291116,0.4819687,0.0001699237125377215,0.00019263867401463013,1.0034887117959173,0.02764372736242316,9.950432e-06,0.05183354945592784,0.001427891,0.05876252400291149,0.0016187677,8.432445878136413,5.707155467568652e-07,0.0029729575940366706,8.189791098149311e-05,0.0033703748597760518,9.284581145518914e-05,0.4836501507778158,0.00017409113817191282,4.795797e-06,0.02498214849357199,0.028321697354452287,9.985146236661691e-06,2.750670306457198e-07,0.0014328725093863467,0.0016244151926643321,8.390647970044238e-05,4.812527959838298e-06
462,0.06888304031132711,0.004698171,0.005472792,8.670615888226317,0.548353,0.0003236242896159438,0.00037698254140149047,0.5972583837527267,0.03777222293189995,2.571211e-05,0.040736034511219675,0.0025762562,0.04745247594018,0.003001022,4.754558376150866,1.7711283736500334e-06,0.0028060219073599577,0.00017746035538360332,0.0032686708130596986,0.00020671951369878434,0.3275084362869581,0.00022293983754566,1.4099313e-05,0.022337727399444323,0.026020708316330774,1.5356773816658418e-05,9.712035860809924e-07,0.0015386905769193596,0.0017923854998830972,0.0001222497323886485,8.420933244176229e-06
304,0.04485278466932767,0.0052063707,0.0063549005,8.691121742266038,0.5155237,0.00023352022509218485,0.0002850349856343236,0.3898210120407705,0.023122672256816496,3.308597e-05,0.04524920181701551,0.0026840074,0.05523121427613451,0.0032761018,4.480478995274875,1.4839978051572926e-06,0.002029552705557547,0.00012038520395004818,0.0024772737609529577,0.0001469422824722837,0.20096195959050955,0.0002875541771812795,1.70566e-05,0.023327034680477476,0.028472998398389206,1.2897605589877626e-05,7.650359979087884e-07,0.001046282463497395,0.0012770932660530626,0.00014824098534930348,6.649020995041267e-06
310,0.035145783092175774,0.0055128555,0.006438765,24.576754485697077,1.3150027,0.00019375362296626368,0.00022629544542287317,0.8637692822639674,0.04621679895075331,3.549598e-05,0.1354880956804252,0.0072494196,0.15824395173677472,0.008466993,32.31849801008855,1.2475340867054706e-06,0.004761835222356181,0.0002547865334264063,0.005561607603389416,0.00029757911716323155,1.1358589209274863,0.0008723760367235734,4.667731e-05,0.17816720890412197,0.20809122059992968,3.066033896149868e-05,1.6405106671905145e-06,0.006261826078282639,0.007313528902591228,0.0011471768261064625,4.0318427898708385e-05
476,0.04976196591689233,0.0013079498,0.001606837,105.72256959179902,0.33001742,6.508615202682168e-05,7.995936959209456e-05,5.26096290467338,0.01642231549004034,2.1016622e-06,0.13827981090237026,0.00043164621,0.1698789398781961,0.0005302842,34.89028940604798,1.045828393100772e-07,0.006881075237118066,2.1479563817922924e-05,0.008453510016216595,2.6387984671247896e-05,1.736209392254269,0.00022219312085727328,6.9358515e-07,0.045634746109798834,0.05606300905499991,1.105676650706757e-05,3.4514158561634643e-08,0.0022708746805418446,0.0027898055457933313,7.332759996919918e-05,3.6489255304348044e-06
338,0.05604324367534918,0.0074817897,0.00862845,14.340306177474526,1.9203639,0.00041930376227942875,0.00048356634461305147,0.80367727348332,0.10762342216373223,6.4556254e-05,0.10729115479621706,0.014367759,0.12373461962772646,0.016569765,27.538606341844687,3.6179416877176307e-06,0.006012944332454002,0.000805215809492651,0.006934489438873317,0.0009286233529226394,1.543352825695518,0.0009257564004444019,0.0001239715,0.20603806078673886,0.2376154970901702,5.188239153411975e-05,6.947764620417011e-06,0.011547041247067614,0.013316743204463632,0.0017777891744269075,9.963307190580501e-05
339,0.04692813374525738,0.0037325693,0.0043838285,4.852148667004129,0.23608738,0.00017516251052017233,0.00020572488974062822,0.2277022815970421,0.01107914023054354,1.6362943e-05,0.018110981070399892,0.00088121253,0.02127098756884703,0.0010349666,1.1455310750902483,7.678824041686051e-07,0.0008499145419295509,4.1353658505185536e-05,0.0009982077495245606,4.856905059813661e-05,0.053757635501183655,7.939543481588301e-05,3.863084e-06,0.004275774103460023,0.0050218117642750115,3.725879583802623e-06,1.812873463609804e-07,0.00020065409899167996,0.00023566425411740465,1.8744260335710528e-05,8.796331559901468e-07
311,0.049626927320404635,0.0017041836,0.002074412,73.00302818882489,0.43509126,8.457339764084314e-05,0.00010294669704111744,3.6229159740962635,0.021592242193613772,3.535179e-06,0.12441056630682464,0.0007414754,0.15143836283712586,0.00090255856,31.762979306442137,1.7544007688523651e-07,0.006174114131999167,3.6797145896378244e-05,0.007515420626039112,4.479120782943259e-05,1.5762990655203204,0.0002580787804091293,1.5381255e-06,0.0541299496903791,0.06588950765926484,1.2807656878302526e-05,7.633244359690011e-08,0.0026863030791416027,0.003269893807783581,0.00011228782099783949,5.572499531626385e-06
477,0.06643596315059229,0.003926373,0.004436647,9.353611252476117,0.33691287,0.0002608523777147538,0.0002947529201789704,0.6214161724944687,0.02238313104332667,1.7419932e-05,0.03672576748676397,0.0013228456,0.041498671805763276,0.0014947635,3.1513520157439205,1.1573099330669671e-06,0.0024399117354278713,8.788452332839592e-05,0.0027570042308862125,9.930605239837308e-05,0.20936310639250783,0.00016293926811898805,5.8689993e-06,0.01237338374186956,0.013981436636162083,1.0825027212537566e-05,3.899126115002459e-07,0.0008220376663229838,0.0009288702091524053,5.489633652400107e-05,3.6470909904110485e-06
463,0.05295095574249611,0.0034764826,0.0041692117,3.709891070934693,0.2261694,0.00018408307540310447,0.00022076374542092476,0.19644227790654442,0.01197588627983399,1.4494192e-05,0.012897371693710281,0.00078627403,0.015467321343661557,0.00094294816,0.8390638649120448,7.674813159600231e-07,0.0006829281577481752,4.163396007034493e-05,0.0008190094479231885,4.993000547012574e-05,0.044429233576085414,5.377187326014972e-05,3.278143e-06,0.0029169909125674846,0.003498234901861809,2.8472720811892976e-06,1.7358079439646575e-07,0.00015445745671262422,0.00018523488146533987,1.2161552708299477e-05,6.439658392171991e-07
305,0.03752971631808179,0.049608406,0.061543554,3.582303366092797,2.021534,0.0018617893921426141,0.0023097121253639954,0.13444282909477215,0.0758675962737657,0.0030530775,0.17771235865204213,0.100285076,0.22046768089771943,0.12441239,7.241747931303612,0.00011458113611783488,0.006669494406428349,0.0037636704938747863,0.008274089521396789,0.004669161513254235,0.2717807455088802,0.010937050153184755,0.0061719,0.3592515692045313,0.445682905354199,0.00041046438960565685,0.0002316296585324577,0.013482609479071787,0.01672635300576158,0.022109618373213413,0.0008297677054477484
488,0.05208622039818945,0.0020869751,0.0025284009,4.355735545443393,0.121862695,0.00010870264742452818,0.0001316948443897716,0.2268738016161925,0.006347367170351148,5.2767095e-06,0.009090311826259455,0.0002543244,0.011013045494084347,0.00030811774,0.5308016706245782,2.748438671089881e-07,0.00047347998527081807,1.3246797527598871e-05,0.0005736279148601646,1.6048688605042195e-05,0.027647452803878942,2.2983952228857695e-05,6.4303407e-07,0.0011077698940939037,0.0013420793998937294,1.1971472014137396e-06,3.349321424598099e-08,5.769954685425406e-05,6.990384341473463e-05,2.800886351650917e-06,1.4588758382237043e-07
389,0.0331855925023142,0.00285943,0.0034948532,190.061582371908,1.639343,9.489187617891841e-05,0.00011597877261825761,6.307306222939163,0.05440256954275124,9.993288e-06,0.543467775648324,0.0046875863,0.6642373205733959,0.005729263,311.5761290587781,3.31633172736246e-07,0.018035300140804397,0.00015556033518177357,0.02204310904537776,0.00019012899174265753,10.339838452393069,0.0018993400697266975,1.6382426e-05,0.8909301063975426,1.0889128172975957,6.303072557726721e-05,5.436605280200653e-07,0.029566043458952276,0.03613621702538492,0.003113669892180922,0.00010332898022864065
438,0.058272209569510076,0.0034173636,0.0039518727,5.931033073527486,0.37144685,0.00019913732922383334,0.0002302843541059792,0.34561440222428913,0.02164502856567466,1.3504986e-05,0.020268496673214738,0.0012693689,0.023438687679918035,0.0014679107,2.2030635400452505,7.869653747040117e-07,0.001181090085800487,7.396893324253382e-05,0.0013658241205184777,8.55383974569572e-05,0.1283773803004636,8.00985186518934e-05,5.0163844e-06,0.007528669201254441,0.00870622665798492,4.6675176650904434e-06,2.9231580785256306e-07,0.00043871218947501484,0.0005073310643737526,2.9752342275958653e-05,1.733734724288457e-06
404,0.04962914451913598,0.002889224,0.0034872754,63.807060438331106,1.3483646,0.0001433897201723266,0.0001730704971717616,3.166689823835178,0.06691818118092825,1.0075521e-05,0.1843528964667778,0.0038957275,0.22251279525627538,0.0047021187,86.03518098903182,5.000394506090185e-07,0.009149276541271028,0.0001933416214795839,0.011043119673130606,0.00023336213023675354,4.26985243103468,0.0006428893295603194,1.3585475e-05,0.24857491795442938,0.3000283743011708,3.190604744655953e-05,6.742354896035729e-07,0.012336560526992744,0.014890151548034228,0.0008668492082956404,4.3020984634802943e-05
362,0.051560390735649934,0.004045467,0.0046093604,60.140408286984126,1.9297884,0.00020858585368137492,0.00023766042118286248,3.100862950278421,0.09950064141770557,1.8647015e-05,0.24329603062169058,0.007806895,0.27720881396873287,0.00889509,116.05825934015171,9.61447365534159e-07,0.012544438403287018,0.000402526550630006,0.01429299476359396,0.0004586343123064541,5.984009199677616,0.0011214390791978689,3.598479e-05,0.4695098457526225,0.534954340007731,5.7821837109669595e-05,1.855389926164146e-06,0.024208111101239948,0.027582454796530338,0.0021641400714583338,0.00011158390769106907
376,0.05311710552658238,0.0074975602,0.008890896,9.536379318808862,1.7884417,0.00039824869808167404,0.00047225866659671807,0.5065448666186881,0.09499684427718533,6.666003e-05,0.07149957834633895,0.013408949,0.08478695773449764,0.015900848,17.055258040438346,3.5407877983074163e-06,0.003797850648128631,0.0007122445619015033,0.004503637781261192,0.0008446070727025581,0.9059259411170563,0.0006356953225768546,0.00011921758,0.12787282444545872,0.15163652726915827,3.376629553206961e-05,6.33249240070197e-06,0.006792234310051574,0.008054493420640367,0.001136903996704921,6.038904956656855e-05
