Participant_ID,pcm_RMSenergy_mean,pcm_RMSenergy_std,pcm_zcr_mean,pcm_zcr_std,intensity_mean,intensity_std,loudness_mean,loudness_std,"(pcm_RMSenergy, pcm_zcr)","(pcm_RMSenergy, intensity)","(pcm_RMSenergy, loudness)","(pcm_zcr, intensity)","(pcm_zcr, loudness)","(intensity, loudness)","(pcm_RMSenergy, pcm_zcr, intensity)","(pcm_RMSenergy, pcm_zcr, loudness)","(pcm_RMSenergy, intensity, loudness)","(pcm_zcr, intensity, loudness)","(pcm_RMSenergy, pcm_zcr, intensity, loudness)"
476,0.0012285734,0.001834593,0.060939454,0.07356301,0.039211027,0.040101856,0.0012285734,0.001834593,7.486859e-05,4.8173624e-05,1.5093925e-06,0.0023894985,7.486859e-05,4.8173624e-05,2.9356745e-06,9.198156e-08,5.918483e-08,2.9356743e-06,3.6066916e-09
338,0.0069921347,0.011589966,0.07973856,0.10388687,0.1536943,0.20845808,0.0069921347,0.011589966,0.0005575427,0.0010746513,4.888995e-05,0.012255362,0.0005575427,0.0010746513,8.5691136e-05,3.898414e-06,7.5141065e-06,8.569114e-05,5.9916397e-07
339,0.0034990048,0.005031108,0.058905486,0.05605579,0.07903146,0.09147238,0.0034990048,0.005031108,0.00020611058,0.00027653144,1.2243035e-05,0.004655387,0.00020611058,0.00027653144,1.628922e-05,7.211819e-07,9.675848e-07,1.6289221e-05,5.6996054e-08
311,0.001590525,0.0029267822,0.060411166,0.06818351,0.050357077,0.068849355,0.001590525,0.0029267822,9.6085474e-05,8.009419e-05,2.52977e-06,0.0030421298,9.6085474e-05,8.009419e-05,4.8385837e-06,1.5282635e-07,1.2739181e-07,4.8385837e-06,7.695888e-09
477,0.0036364463,0.005117589,0.09639853,0.13579272,0.1032943,0.11826946,0.0036364463,0.005117589,0.0003505481,0.00037562416,1.3223742e-05,0.009957419,0.0003505481,0.00037562416,3.620962e-05,1.2747494e-06,1.3659371e-06,3.6209618e-05,1.3167434e-07
463,0.0032808415,0.004719137,0.06588456,0.07635918,0.08035237,0.09485052,0.0032808415,0.004719137,0.0002161568,0.0002636234,1.0763921e-05,0.0052939807,0.0002161568,0.0002636234,1.7368711e-05,7.091762e-07,8.649066e-07,1.7368711e-05,5.698399e-08
305,0.047984704,0.05029271,0.051315844,0.02112424,0.48492894,0.3737741,0.047984704,0.05029271,0.0024623757,0.02326917,0.0023025319,0.024884537,0.0024623757,0.02326917,0.0011940772,0.00011815637,0.0011165643,0.0011940772,5.7297442e-05
488,0.0019773638,0.0023557395,0.06967161,0.090683654,0.064674236,0.06437008,0.0019773638,0.0023557395,0.00013776612,0.0001278845,3.9099677e-06,0.004505958,0.00013776612,0.0001278845,8.9099185e-06,2.7241376e-07,2.528742e-07,8.9099185e-06,1.761815e-08
389,0.002683349,0.0069178594,0.040079545,0.04640279,0.045929983,0.06181396,0.002683349,0.0069178594,0.00010754741,0.00012324617,7.200362e-06,0.0018408529,0.00010754741,0.00012324617,4.939651e-06,2.8858722e-07,3.3071248e-07,4.939651e-06,1.3254807e-08
438,0.0031949743,0.0033374913,0.07446222,0.0810519,0.08640222,0.07083322,0.0031949743,0.0033374913,0.00023790488,0.0002760529,1.020786e-05,0.006433701,0.00023790488,0.0002760529,2.055551e-05,7.6009997e-07,8.8198186e-07,2.055551e-05,6.567433e-08
404,0.0027322923,0.0045753443,0.0622954,0.07837171,0.06782682,0.08373746,0.0027322923,0.0045753443,0.00017020924,0.0001853227,7.4654213e-06,0.004225299,0.00017020924,0.0001853227,1.1544752e-05,4.650614e-07,5.063558e-07,1.1544753e-05,3.1543635e-08
362,0.003776028,0.0059293294,0.08067262,0.13247246,0.08518448,0.102910385,0.003776028,0.0059293294,0.00030462208,0.00032165897,1.4258388e-05,0.006872055,0.00030462208,0.00032165897,2.5949073e-05,1.1502615e-06,1.2145933e-06,2.5949073e-05,9.7984426e-08
376,0.0070137316,0.009740279,0.06873631,0.07561168,0.13548784,0.15724692,0.0070137316,0.009740279,0.00048209802,0.00095027534,4.9192433e-05,0.009312934,0.00048209802,0.00095027534,6.531842e-05,3.3813062e-06,6.6649764e-06,6.531842e-05,4.5812587e-07
410,0.0024324167,0.0033297755,0.073513485,0.06169719,0.073566824,0.06761831,0.0024324167,0.0033297755,0.00017881543,0.00017894516,5.916651e-06,0.005408154,0.00017881543,0.00017894516,1.3154883e-05,4.3495365e-07,4.352692e-07,1.3154883e-05,3.1998155e-08
377,0.002075965,0.0030516782,0.07384497,0.11397432,0.05888943,0.060429152,0.002075965,0.0030516782,0.00015329958,0.0001222524,4.309631e-06,0.0043486883,0.00015329958,0.0001222524,9.027725e-06,3.1824456e-07,2.537917e-07,9.027725e-06,1.8741241e-08
411,0.006396194,0.007508374,0.09526774,0.11760188,0.13299854,0.11665909,0.006396194,0.007508374,0.000609351,0.0008506845,4.0911298e-05,0.01267047,0.000609351,0.0008506845,8.104279e-05,3.897527e-06,5.441143e-06,8.104279e-05,5.1836537e-07
405,0.006545779,0.00912706,0.06924867,0.07520282,0.11994872,0.13585246,0.006545779,0.00912706,0.00045328648,0.0007851578,4.284722e-05,0.008306289,0.00045328648,0.0007851578,5.4371136e-05,2.967113e-06,5.139469e-06,5.4371132e-05,3.5590142e-07
363,0.0033418064,0.0043443698,0.069531396,0.08451773,0.08637337,0.09051099,0.0033418064,0.0043443698,0.00023236046,0.00028864306,1.116767e-05,0.0060056606,0.00023236046,0.00028864306,2.0069754e-05,7.7650367e-07,9.645892e-07,2.0069754e-05,6.706923e-08
439,0.005554425,0.006526563,0.07932269,0.08325009,0.12734538,0.11827491,0.005554425,0.006526563,0.00044059192,0.0007073304,3.085164e-05,0.010101378,0.00044059192,0.0007073304,5.6107347e-05,2.4472347e-06,3.928814e-06,5.6107347e-05,3.1164404e-07
388,0.002279314,0.007350604,0.049664363,0.0527709,0.04730703,0.07018955,0.002279314,0.007350604,0.00011320068,0.000107827575,5.195272e-06,0.0023494735,0.00011320068,0.000107827575,5.355188e-06,2.580199e-07,2.457729e-07,5.355188e-06,1.2206155e-08
349,0.0017042703,0.0025241897,0.076825574,0.079664424,0.051263638,0.048179388,0.0017042703,0.0025241897,0.00013093154,8.7367094e-05,2.904537e-06,0.0039383583,0.00013093154,8.7367094e-05,6.7120272e-06,2.2314273e-07,1.4889714e-07,6.712027e-06,1.1439108e-08
413,0.0035665785,0.0050676214,0.073870525,0.10502997,0.088572025,0.10046947,0.0035665785,0.0050676214,0.00026346502,0.0003158991,1.2720482e-05,0.006542862,0.00026346502,0.0003158991,2.333563e-05,9.3966867e-07,1.1266789e-06,2.3335631e-05,8.322836e-08
375,0.0028815262,0.006674895,0.051214397,0.057785567,0.059984796,0.085160494,0.0028815262,0.006674895,0.00014757563,0.00017284777,8.303194e-06,0.003072085,0.00014757563,0.00017284777,8.852294e-06,4.2524306e-07,4.980654e-07,8.852294e-06,2.5508117e-08
361,0.0025027664,0.0033330456,0.08417489,0.10881922,0.077582255,0.0795237,0.0025027664,0.0033330456,0.00021067008,0.00019417026,6.2638396e-06,0.0065304777,0.00021067008,0.00019417026,1.634426e-05,5.27258e-07,4.859628e-07,1.634426e-05,4.0905867e-08
407,0.012907652,0.016473526,0.07218458,0.09268639,0.20127852,0.21414569,0.012907652,0.016473526,0.0009317334,0.002598033,0.00016660748,0.014529205,0.0009317334,0.002598033,0.00018753792,1.202649e-05,3.3534507e-05,0.00018753792,2.4206743e-06
360,0.006300273,0.009806522,0.06604388,0.062742874,0.10727511,0.12771676,0.006300273,0.009806522,0.0004160945,0.0006758625,3.9693437e-05,0.007084865,0.0004160945,0.0006758625,4.4636585e-05,2.6215089e-06,4.258118e-06,4.4636585e-05,2.8122267e-07
406,0.0038182896,0.0069902856,0.05564937,0.050897483,0.08813773,0.10689605,0.0038182896,0.0069902856,0.0002124854,0.0003365354,1.4579336e-05,0.0049048094,0.0002124854,0.0003365354,1.8727982e-05,8.1133084e-07,1.2849896e-06,1.8727982e-05,7.150886e-08
412,0.003259408,0.0067784633,0.062725395,0.079852484,0.067141235,0.08964472,0.003259408,0.0067784633,0.00020444766,0.00021884068,1.0623741e-05,0.0042114607,0.00020444766,0.00021884068,1.3726868e-05,6.6637836e-07,7.1329106e-07,1.3726869e-05,4.4741466e-08
374,0.007747088,0.010602892,0.06304129,0.062473033,0.15221833,0.17208979,0.007747088,0.010602892,0.00048838643,0.0011792488,6.0017373e-05,0.0095960405,0.00048838643,0.0011792488,7.434136e-05,3.7835728e-06,9.135744e-06,7.434137e-05,5.759291e-07
348,0.0034905032,0.0056501026,0.07695011,0.08080758,0.085098565,0.10779946,0.0034905032,0.0056501026,0.0002685946,0.0002970368,1.2183613e-05,0.006548344,0.0002685946,0.0002970368,2.2857015e-05,9.375303e-07,1.0368079e-06,2.2857015e-05,7.978248e-08
370,0.008499756,0.011514444,0.07656502,0.08212957,0.16770603,0.17061795,0.008499756,0.011514444,0.000650784,0.0014254604,7.224586e-05,0.012840415,0.000650784,0.0014254604,0.0001091404,5.5315054e-06,1.21160665e-05,0.000109140405,9.276668e-07
416,0.0032240776,0.005481178,0.08324554,0.12460218,0.085131705,0.09179263,0.0032240776,0.005481178,0.00026839008,0.0002744712,1.0394677e-05,0.0070868344,0.00026839008,0.0002744712,2.2848506e-05,8.653105e-07,8.849165e-07,2.2848504e-05,7.3665355e-08
402,0.002978662,0.0063515636,0.06513177,0.0734896,0.07002843,0.07757945,0.002978662,0.0063515636,0.00019400552,0.00020859102,8.872427e-06,0.0045610755,0.00019400552,0.00020859102,1.3585903e-05,5.778769e-07,6.2132216e-07,1.3585903e-05,4.0467814e-08
364,0.0059899194,0.007890653,0.0710945,0.077317,0.12689427,0.1321694,0.0059899194,0.007890653,0.0004258503,0.0007600864,3.5879133e-05,0.009021484,0.0004258503,0.0007600864,5.4037962e-05,2.550809e-06,4.5528564e-06,5.4037962e-05,3.2368305e-07
358,0.0023170277,0.006276068,0.07978077,0.0942757,0.06336598,0.07745445,0.0023170277,0.006276068,0.00018485426,0.00014682073,5.368617e-06,0.005055387,0.00018485426,0.00014682073,1.1713471e-05,4.2831243e-07,3.401877e-07,1.1713471e-05,2.7140437e-08
359,0.005832825,0.009059344,0.06614159,0.11974509,0.106803484,0.13166097,0.005832825,0.009059344,0.00038579231,0.00062296604,3.4021847e-05,0.0070641525,0.00038579231,0.00062296604,4.1203963e-05,2.250259e-06,3.6336519e-06,4.1203963e-05,2.403355e-07
403,0.0117970705,0.015817929,0.07378987,0.07321433,0.20716764,0.23754628,0.0117970705,0.015817929,0.0008705043,0.0024439713,0.00013917088,0.015286874,0.0008705043,0.0024439713,0.00018034033,1.02694e-05,2.8831702e-05,0.00018034033,2.1274875e-06
365,0.0023186372,0.003268085,0.06702059,0.10228485,0.055308692,0.050339177,0.0023186372,0.003268085,0.00015539642,0.00012824079,5.3760787e-06,0.003706821,0.00015539642,0.00012824079,8.594773e-06,3.6030792e-07,2.9734386e-07,8.594773e-06,1.992816e-08
371,0.0039710137,0.007706571,0.056148134,0.053067893,0.07152671,0.10061058,0.0039710137,0.007706571,0.00022296501,0.00028403357,1.576895e-05,0.0040160916,0.00022296501,0.00028403357,1.5947955e-05,8.853971e-07,1.1279012e-06,1.5947955e-05,6.332955e-08
417,0.0025241848,0.0052233273,0.060164113,0.070387304,0.07034356,0.07229165,0.0025241848,0.0052233273,0.00015186533,0.00017756014,6.371509e-06,0.004232158,0.00015186533,0.00017756014,1.0682748e-05,3.8333616e-07,4.481946e-07,1.0682748e-05,2.696523e-08
367,0.0033304272,0.0044009485,0.061752938,0.071254335,0.07971024,0.08346621,0.0033304272,0.0044009485,0.00020566366,0.00026546913,1.1091745e-05,0.0049223416,0.00020566366,0.00026546913,1.6393498e-05,6.8494785e-07,8.8412565e-07,1.63935e-05,5.4597354e-08
401,0.0017895069,0.0024067233,0.06399786,0.07129423,0.05636092,0.05625947,0.0017895069,0.0024067233,0.000114524606,0.000100858255,3.202335e-06,0.003606978,0.000114524606,0.000100858255,6.454712e-06,2.0494257e-07,1.8048654e-07,6.454712e-06,1.15507515e-08
415,0.0043245214,0.008009016,0.05976354,0.06657381,0.08885793,0.11099853,0.0043245214,0.008009016,0.0002584487,0.000384268,1.8701485e-05,0.005310464,0.0002584487,0.000384268,2.2965216e-05,1.117667e-06,1.6617752e-06,2.2965216e-05,9.931357e-08
373,0.0043621473,0.005613383,0.069255546,0.08318313,0.09568894,0.091249295,0.0043621473,0.005613383,0.00030210288,0.00041740926,1.902833e-05,0.0066269897,0.00030210288,0.00041740926,2.8907903e-05,1.3178172e-06,1.8208007e-06,2.8907905e-05,1.2610053e-07
429,0.0023873986,0.0039140186,0.10058331,0.17206772,0.065167546,0.078667946,0.0023873986,0.0039140186,0.00024013245,0.00015558091,5.6996723e-06,0.0065547675,0.00024013245,0.00015558091,1.5648842e-05,5.7329186e-07,3.7143366e-07,1.5648842e-05,3.7360024e-08
428,0.00259073,0.0053799856,0.06518422,0.05818821,0.066369094,0.09562419,0.00259073,0.0053799856,0.00016887473,0.00017194441,6.711882e-06,0.004326218,0.00016887473,0.00017194441,1.12080625e-05,4.3750885e-07,4.4546155e-07,1.12080625e-05,2.9037064e-08
414,0.0045444993,0.0064992486,0.07002879,0.105893366,0.094381206,0.11029141,0.0045444993,0.0064992486,0.0003182458,0.00042891531,2.0652475e-05,0.0066094017,0.0003182458,0.00042891531,3.003642e-05,1.4462678e-06,1.9492054e-06,3.003642e-05,1.3650049e-07
372,0.0056334147,0.009668867,0.059661314,0.07756851,0.12093895,0.17483743,0.0056334147,0.009668867,0.0003360969,0.00068129925,3.1735362e-05,0.0072153765,0.0003360969,0.00068129925,4.0647206e-05,1.8933733e-06,3.8380413e-06,4.0647206e-05,2.2898257e-07
366,0.004299861,0.0060951184,0.06426909,0.07997931,0.101738915,0.116359316,0.004299861,0.0060951184,0.00027634815,0.0004374632,1.8488803e-05,0.0065386673,0.00027634815,0.0004374632,2.811536e-05,1.1882586e-06,1.8810309e-06,2.8115359e-05,1.2089214e-07
400,0.0037280614,0.0059171296,0.058216218,0.06866685,0.07726744,0.089029275,0.0037280614,0.0059171296,0.00021703364,0.00028805775,1.3898442e-05,0.004498218,0.00021703364,0.00028805775,1.6769633e-05,8.0911474e-07,1.073897e-06,1.6769634e-05,6.251822e-08
399,0.0022111805,0.0046726493,0.052599784,0.067689575,0.055864695,0.05966785,0.0022111805,0.0046726493,0.000116307616,0.00012352693,4.8893194e-06,0.0029384708,0.000116307616,0.00012352693,6.4974897e-06,2.5717713e-07,2.7314033e-07,6.4974893e-06,1.4367123e-08
380,0.011761667,0.016699621,0.08340453,0.11425793,0.2134724,0.25198486,0.011761667,0.016699621,0.0009809764,0.0025107912,0.00013833682,0.017804565,0.0009809764,0.0025107912,0.00020941137,1.1537918e-05,2.9531091e-05,0.00020941137,2.463027e-06
419,0.0048820092,0.005816084,0.066630036,0.054710366,0.11965727,0.12155102,0.0048820092,0.005816084,0.00032528845,0.0005841679,2.3834014e-05,0.0079727685,0.00032528845,0.0005841679,3.8923128e-05,1.5880612e-06,2.851913e-06,3.8923128e-05,1.9002307e-07
425,0.0025867405,0.0034553234,0.06661014,0.07105835,0.07053431,0.07339895,0.0025867405,0.0034553234,0.00017230316,0.00018245396,6.6912266e-06,0.0046983007,0.00017230316,0.00018245396,1.2153285e-05,4.4570356e-07,4.7196107e-07,1.2153285e-05,3.1437395e-08
343,0.0010315527,0.0017727094,0.09292613,0.13582018,0.039885473,0.04205106,0.0010315527,0.0017727094,9.5858195e-05,4.1143965e-05,1.064101e-06,0.0037064026,9.5858195e-05,4.1143965e-05,3.8233493e-06,9.888278e-08,4.2442167e-08,3.8233497e-06,3.943986e-09
357,0.0036930891,0.006929363,0.061290387,0.06947885,0.08380822,0.12322985,0.0036930891,0.006929363,0.00022635086,0.00030951123,1.3638907e-05,0.0051366384,0.00022635086,0.00030951123,1.8970064e-05,8.359339e-07,1.1430526e-06,1.8970064e-05,7.0058135e-08
431,0.0012203321,0.0019162492,0.072168425,0.07917163,0.040471543,0.040436015,0.0012203321,0.0019162492,8.806944e-05,4.9388724e-05,1.4892105e-06,0.0029207675,8.806944e-05,4.9388724e-05,3.564306e-06,1.07473966e-07,6.0270644e-08,3.5643063e-06,4.349637e-09
356,0.003511104,0.0051409416,0.07558394,0.10656645,0.08014047,0.08312014,0.003511104,0.0051409416,0.00026538307,0.00028138154,1.2327851e-05,0.0060573327,0.00026538307,0.00028138154,2.1267924e-05,9.317876e-07,9.879599e-07,2.1267926e-05,7.467389e-08
430,0.002144819,0.0031723832,0.065428965,0.06746305,0.061657924,0.064920366,0.002144819,0.0031723832,0.00014033329,0.00013224508,4.6002483e-06,0.004034214,0.00014033329,0.00013224508,8.652659e-06,3.0098948e-07,2.8364175e-07,8.652659e-06,1.8558387e-08
424,0.010557999,0.014887289,0.06355438,0.056538574,0.18316218,0.209041,0.010557999,0.014887289,0.00067100703,0.0019338261,0.00011147134,0.011640758,0.00067100703,0.0019338261,0.00012290312,7.0844917e-06,2.0417334e-05,0.00012290312,1.297611e-06
418,0.005858394,0.008802326,0.07318389,0.12579814,0.110627435,0.13196677,0.005858394,0.008802326,0.00042874002,0.0006480991,3.432078e-05,0.0080961455,0.00042874002,0.0006480991,4.743041e-05,2.5117279e-06,3.7968198e-06,4.743041e-05,2.7786604e-07
395,0.0021930737,0.003336305,0.0904944,0.15377402,0.064375296,0.06451854,0.0021930737,0.003336305,0.0001984609,0.00014117977,4.8095726e-06,0.005825604,0.0001984609,0.00014117977,1.27759795e-05,4.3523937e-07,3.0961766e-07,1.2775979e-05,2.8018665e-08
381,0.0020354937,0.0031544347,0.06477554,0.074089944,0.053264312,0.05660442,0.0020354937,0.0031544347,0.0001318502,0.000108419175,4.143235e-06,0.0034502246,0.0001318502,0.000108419175,7.0229103e-06,2.6838026e-07,2.2068654e-07,7.0229107e-06,1.429509e-08
397,0.003581178,0.006031415,0.06261053,0.06476894,0.08046522,0.089232825,0.003581178,0.006031415,0.00022421945,0.00028816026,1.2824835e-05,0.00503797,0.00022421945,0.00028816026,1.8041866e-05,8.0296974e-07,1.0319532e-06,1.8041866e-05,6.4611136e-08
