Participant_ID,wavelet_coefficients,wavelet_packet,mra,wavelet_energy,wavelet_entropy,"(wavelet_coefficients, wavelet_packet)","(wavelet_coefficients, mra)","(wavelet_coefficients, wavelet_energy)","(wavelet_coefficients, wavelet_entropy)","(wavelet_packet, mra)","(wavelet_packet, wavelet_energy)","(wavelet_packet, wavelet_entropy)","(mra, wavelet_energy)","(mra, wavelet_entropy)","(wavelet_energy, wavelet_entropy)","(wavelet_coefficients, wavelet_packet, mra)","(wavelet_coefficients, wavelet_packet, wavelet_energy)","(wavelet_coefficients, wavelet_packet, wavelet_entropy)","(wavelet_coefficients, mra, wavelet_energy)","(wavelet_coefficients, mra, wavelet_entropy)","(wavelet_coefficients, wavelet_energy, wavelet_entropy)","(wavelet_packet, mra, wavelet_energy)","(wavelet_packet, mra, wavelet_entropy)","(wavelet_packet, wavelet_energy, wavelet_entropy)","(mra, wavelet_energy, wavelet_entropy)","(wavelet_coefficients, wavelet_packet, mra, wavelet_energy)","(wavelet_coefficients, wavelet_packet, mra, wavelet_entropy)","(wavelet_coefficients, wavelet_packet, wavelet_energy, wavelet_entropy)","(wavelet_coefficients, mra, wavelet_energy, wavelet_entropy)","(wavelet_packet, mra, wavelet_energy, wavelet_entropy)","(wavelet_coefficients, wavelet_packet, mra, wavelet_energy, wavelet_entropy)"
458,-2.638909e-06,-5.017731e-06,-2.3224164e-05,549.1484,1.7944943439215422,1.3241336e-11,6.1286455e-11,-0.0014491527,-4.7355074702406675e-06,1.165326e-10,-0.0027554787,-9.004289768984151e-06,-0.012753512,-4.1675630347245195e-05,985.4436555398598,-3.0751896e-16,7.271458e-09,2.376150229153374e-11,3.3655358e-08,1.0997820054706003e-10,-0.0026004962390198017,6.399369e-08,2.0911709932258905e-10,-0.00494469110785665,-0.022886104743338673,-1.6887354e-13,-5.518410182520342e-16,1.3048590405761419e-08,6.039435027694301e-08,1.1483631558403724e-07,-3.030425992398108e-13
316,-4.199275e-06,-4.413234e-06,-2.3076927e-05,122.04011,0.829244127497077,1.8532382e-11,9.690636e-11,-0.00051248,-3.4822239896487374e-06,1.0184388e-10,-0.0005385915,-3.6596483030326193e-06,-0.0028163106,-1.9136406519854025e-05,101.20104265176751,-4.2767043e-16,2.261694e-09,1.5367868992888827e-11,1.18264625e-08,8.03590301691236e-11,-0.0004249709908264525,1.2429038e-08,8.445343816652231e-11,-0.0004466238731452194,-0.002335409113191622,-5.2192944e-14,-3.5464319690683236e-16,1.875496387427356e-09,9.807024698681169e-09,1.0306706691762204e-08,-4.3280693955175504e-14
470,-2.116618e-06,-1.977582e-06,-2.2814187e-05,1234.1204,1.7439833227545023,4.185786e-12,4.8288918e-11,-0.0026121612,-3.6913463299671316e-06,4.5116928e-11,-0.0024405743,-3.448870179838795e-06,-0.028155454,-3.978756183299601e-05,2152.2853284280104,-9.54953e-17,5.1657634e-09,7.299940380607146e-12,5.959434e-08,8.421506584053771e-11,-0.004555565666526285,5.567972e-08,7.868316958305493e-11,-0.00425632091251645,-0.04910264018570215,-1.178527e-13,-1.6654220569715677e-16,9.009005060188662e-09,1.0393152748439624e-07,9.710450167628189e-08,-2.0553312707135804e-13
464,-2.875561e-06,-2.7819826e-06,-2.2993758e-05,212.49518,1.6466839611530304,7.999761e-12,6.611995e-11,-0.00061104284,-4.73514016921221e-06,6.3968233e-11,-0.0005911579,-4.581046177093435e-06,-0.004886063,-3.786345207500803e-05,349.91240180160275,-1.8394456e-16,1.6999105e-09,1.3173077701553732e-11,1.4050171e-08,1.0887866590980306e-10,-0.0010061944541660073,1.3592941e-08,1.0533546598602992e-10,-0.0009734502238476876,-0.008045800996803834,-3.908733e-14,-3.0289855734301645e-16,2.799215493932559e-09,2.3136191517148648e-08,2.2383278617867974e-08,-6.436448292598974e-14
302,-2.9316562e-08,-8.66321e-08,9.462181e-08,65.37013,1.2106719370931387,2.5397552e-15,-2.773986e-15,-1.9164274e-06,-3.5492738448724824e-08,-8.197286e-15,-5.6631516e-06,-1.0488305090251082e-07,6.1854403e-06,1.1455597101013129e-07,79.14178487678382,2.4031624e-22,1.6602414e-13,3.0748104249654584e-15,-1.8133584e-13,-3.358387183372449e-15,-2.3201650132746376e-06,-5.3585765e-13,-9.924224201884532e-15,-6.85621892886801e-06,7.488538997445533e-06,1.5709504e-20,2.9094413037253244e-22,2.0100076472722238e-13,-2.1953821498297668e-13,-6.487478505038592e-13,1.901905633692284e-20
465,-7.702859e-06,-7.629918e-06,-2.2955943e-05,1336.9928,1.7862736880779266,5.877219e-11,1.7682639e-10,-0.010298667,-1.375941429355816e-05,1.7515198e-10,-0.010201146,-1.362912248045571e-05,-0.030691931,-4.100559655153955e-05,2388.2350559519364,-1.349171e-15,7.857799e-08,1.0498320829436982e-10,2.364156e-07,3.158603270444179e-10,-0.018396237813143104,2.3417694e-07,3.1286935563969635e-10,-0.018222038597406107,-0.05482418726101525,-1.8038319e-12,-2.4099885212088325e-15,1.4036179338492286e-07,4.2230298238542586e-07,4.1830407515873317e-07,-3.2221372957611464e-12
303,1.8290697e-06,2.8281825e-06,5.6145016e-08,430.88657,1.841259934939444,5.172943e-12,1.0269314e-13,0.00078812154,3.3677927096598957e-06,1.5878835e-13,0.0012186258,5.207419051890999e-06,2.4192133e-05,1.0337756804276276e-07,793.374170777926,2.9043495e-19,2.2289515e-09,9.524732269634342e-12,4.4249097e-11,1.8908477471880496e-13,0.0014511366362111382,6.841976e-11,2.923706246732326e-13,0.0022438069138364597,4.454400531213586e-05,1.2514453e-16,5.347662432711357e-19,4.104079181276176e-09,8.147408929212189e-11,1.2597857451212008e-10,2.304235902625109e-16
317,-4.3088385e-06,-4.1918497e-06,-2.2573993e-05,108.57324,1.8114885464310646,1.8062003e-11,9.726769e-11,-0.00046782458,-7.805411536870131e-06,9.4626786e-11,-0.0004551227,-7.593487741263695e-06,-0.0024509316,-4.089253011461925e-05,196.67918467154232,-4.0773154e-16,1.9610502e-09,3.2719112101213085e-11,1.0560668e-08,1.7619930689448866e-10,-0.0008474588371657074,1.0273937e-08,1.7141534057523467e-10,-0.0008244495835800354,-0.004439834575794193,-4.4268734e-14,-7.386010138228467e-16,3.5524200823249706e-09,1.9130530020724957e-08,1.861111928692775e-08,-8.019230675372097e-14
471,-3.55672e-06,-2.4874832e-06,-2.2954473e-05,110.3299,1.7228763112798333,8.847281e-12,8.164263e-11,-0.00039241256,-6.127788638958042e-06,5.7098867e-11,-0.0002744438,-4.2856259547339126e-06,-0.0025325648,-3.9547717811966726e-05,190.08477569964435,-2.0308469e-16,9.761197e-10,1.5242771558414413e-11,9.007623e-09,1.4066015901331115e-10,-0.0006760783239894342,6.2997123e-09,9.837428537139416e-11,-0.00047283269437550215,-0.004363295856181477,-2.2406314e-14,-3.498897885575111e-16,1.681733502139677e-09,1.551902165052104e-08,1.0853625328183561e-08,-3.860330630940342e-14
459,-3.8596595e-06,-3.4470295e-06,-2.3050317e-05,16.895971,1.8768848069012165,1.330436e-11,8.8966376e-11,-6.52127e-05,-7.2441362762050376e-06,7.945512e-11,-5.8240912e-05,-6.469677269261546e-06,-0.0003894575,-4.3262790513387396e-05,31.711791827463962,-3.0666973e-16,2.2479009e-10,2.4970751337145543e-11,1.5031734e-09,1.6697964042093908e-10,-0.00012239671860313849,1.3424715e-09,1.4912811450128483e-10,-0.00010931148145017501,-0.0007309668667950017,-5.181483e-15,-5.755837439189597e-16,4.219050978873442e-10,2.8212832119389106e-09,2.519664342371042e-09,-9.725046416975471e-15
475,-4.216246e-06,-4.4170233e-06,-2.287911e-05,32.992947,1.8241868317127228,1.8623257e-11,9.6463955e-11,-0.00013910639,-7.691220428207457e-06,1.01057565e-10,-0.00014573062,-8.057475774886198e-06,-0.0007548493,-4.173577204907527e-05,60.18529877228036,-4.2608357e-16,6.144361e-10,3.397229998717089e-11,3.1826302e-09,1.7596828186149806e-10,-0.0002537560250670805,3.334187e-09,1.8434787840007577e-10,-0.00026583986817108366,-0.0013769860995581178,-1.4057753e-14,-7.772560044829086e-16,1.1208462801969233e-09,5.8057121311064e-09,6.082179712440684e-09,-2.5643965869675604e-14
313,-3.6028305e-06,-2.752742e-06,-2.2973605e-05,105.92292,1.5840986985713243,9.917662e-12,8.2770006e-11,-0.00038162232,-5.7072390663782335e-06,6.3240406e-11,-0.00029157847,-4.3606148939739735e-06,-0.0024334313,-3.6392458027732766e-05,167.79236008054534,-2.2784445e-16,1.0505078e-09,1.5710556229081135e-11,8.767241e-09,1.3111585683690585e-10,-0.0006045274283446894,6.6986083e-09,1.0017904480773676e-10,-0.00046188906355529465,-0.003854795428537832,-2.4133949e-14,-3.609281155743768e-16,1.6641079941755565e-09,1.388817444423699e-08,1.0611256971592048e-08,-3.823055999368448e-14
307,-4.6457612e-06,-1.1563444e-05,-2.9156672e-05,34969.266,1.7534349942579865,5.3721e-11,1.3545494e-10,-0.16245885,-8.1460403279988e-06,3.3715153e-10,-0.40436515,-2.0275747148234796e-05,-1.0195874,-5.112432917432848e-05,61316.33407037788,-1.5663256e-15,1.8785839e-06,9.419628015335819e-11,4.73676e-06,2.375114267479315e-10,-0.28486104802175216,1.1789942e-05,5.911733111614249e-10,-0.7090279877719589,-1.7877802467970296,-5.4773255e-11,-2.746450053368219e-15,3.2939747415696986e-06,8.305600170921146e-06,2.0672896548414642e-05,-9.604134144202868e-11
461,-3.7432817e-06,-3.6679871e-06,-2.3030658e-05,18.4699,1.7891995199024677,1.3730309e-11,8.621024e-11,-6.913804e-05,-6.697477812052365e-06,8.4476155e-11,-6.774736e-05,-6.562760812056961e-06,-0.00042537396,-4.1206441803243944e-05,33.046336447435344,-3.1621805e-16,2.5359745e-10,2.456626241826527e-11,1.5922945e-09,1.5424731932965052e-10,-0.0001237017463197064,1.5602661e-09,1.5114469820860259e-10,-0.000121213536783813,-0.0007610788648690748,-5.8405158e-15,-5.65777182142687e-16,4.5373641346283986e-10,2.848932583527907e-09,2.7916274812771207e-09,-1.0449848050701657e-14
449,-5.738618e-06,-7.4775653e-06,-2.2790247e-05,249.21785,1.74056591745466,4.291089e-11,1.3078452e-10,-0.001430166,-9.988442558412832e-06,1.7041556e-10,-0.0018635427,-1.3015195314946553e-05,-0.0056797364,-3.966792784916756e-05,433.7800952638907,-9.779498e-16,1.0694159e-08,7.468923152303071e-11,3.259384e-08,2.2763907689982445e-10,-0.0024892981765737023,4.24706e-08,2.96619520995287e-10,-0.0032436189902257614,-0.009885955681871656,-2.4372255e-13,-1.7021860634258516e-15,1.8613889678263795e-08,5.673172125982538e-08,7.392287921081674e-08,-4.2421515056982436e-13
448,-3.827531e-06,-4.097252e-06,-2.2798551e-05,268.54398,1.7415985241532326,1.5682358e-11,8.726216e-11,-0.0010278604,-6.6660225939125e-06,9.3411404e-11,-0.0011002923,-7.1357676942586596e-06,-0.0061224136,-3.970592289965466e-05,467.6957919759054,-3.5753504e-16,4.211403e-09,2.731237309584099e-11,2.3433728e-08,1.5197565655375927e-10,-0.0017901202103423929,2.508507e-08,1.626851642147764e-10,-0.0019162674272160498,-0.010662786399475807,-9.601388e-14,-6.226825329203423e-16,7.3345732605116e-09,4.081214704033298e-08,4.36881208068052e-08,-1.6721764307037222e-13
306,-7.561123e-06,-1.0772121e-05,-2.8381924e-05,5757.088,1.4017248465679586,8.1449326e-11,2.1459921e-10,-0.04353005,-1.0598613776209007e-05,3.0573352e-10,-0.062016048,-1.5099549279457146e-05,-0.16339724,-3.978364875689334e-05,8069.8531401645805,-2.3116887e-15,4.6891094e-07,1.1416954718298381e-10,1.2354666e-06,3.0080905593923034e-10,-0.06101715102842418,1.7601348e-06,4.285542675455465e-10,-0.08692943231065818,-0.229037962503189,-1.3308595e-11,-3.2403514676809856e-15,6.572841175652956e-07,1.731784173338081e-06,2.4672245841621324e-06,-1.865498819595515e-11
474,-4.351564e-06,-3.310969e-06,-2.2809269e-05,404.98703,1.7838570699095726,1.4407893e-11,9.9255985e-11,-0.0017623269,-7.76256785448276e-06,7.5520784e-11,-0.0013408995,-5.906295597283346e-06,-0.009237458,-4.068847497570285e-05,722.4389767394416,-3.286335e-16,5.83501e-09,2.5701622128766674e-11,4.0197385e-08,1.7705849488845433e-10,-0.0031437393007878642,3.058494e-08,1.3471828245821823e-10,-0.0023919731124188944,-0.016478304636831267,-1.3309231e-13,-5.862352014975647e-16,1.0408823612864471e-08,7.170639398633256e-08,5.4559157103401725e-08,-2.374176531531251e-13
312,-5.726793e-06,-7.761534e-06,-2.2675005e-05,1554.204,1.1630710940808058,4.4448698e-11,1.2985506e-10,-0.008900604,-6.6606674071015775e-06,1.7599283e-10,-0.012063007,-9.027215965545935e-06,-0.035241585,-2.6372643236064697e-05,1807.6497228527207,-1.0078744e-15,6.908235e-08,5.169699725544154e-11,2.0182125e-07,1.5103066883490947e-10,-0.010352035790191182,2.7352877e-07,2.0469216996782308e-10,-0.014030134977386902,-0.040988467067219474,-1.5664425e-12,-1.1722296873615298e-15,8.034767886220394e-08,2.3473246652858298e-07,3.1813338513488185e-07,-1.8218840449761725e-12
489,-6.31444e-06,-6.797424e-06,-2.3184466e-05,123.18524,1.9575800690799952,4.2921923e-11,1.4639692e-10,-0.0007778458,-1.2361021530167446e-05,1.5759465e-10,-0.0008373423,-1.3306501339469177e-05,-0.002855984,-4.5385448641499277e-05,241.14497395519254,-9.951218e-16,5.2873474e-09,8.402310186253691e-11,1.803394e-08,2.8658368394481034e-10,-0.0015226954248429236,1.9413335e-08,3.0850412847957985e-10,-0.0016391645836734887,-0.005590817460530567,-1.2258433e-13,-1.9480307521080494e-15,1.0350406111254686e-08,3.530288037379398e-08,3.800315563196388e-08,-2.399686390359409e-13
462,-4.8879615e-06,-5.875738e-06,-2.289507e-05,196.29118,1.9033734006807208,2.8720382e-11,1.11910224e-10,-0.00095946377,-9.303615893352932e-06,1.3452545e-10,-0.0011533556,-1.1183723846558913e-05,-0.0044941003,-4.357786779219392e-05,373.61541740813425,-6.5755517e-16,5.637558e-09,5.466561153397628e-11,2.196699e-08,2.1300693980744392e-10,-0.0018262177742721754,2.6406159e-08,2.5605214354443044e-10,-0.0021952663894614947,-0.008553951242102138,-1.2907228e-13,-1.251573018386764e-15,1.0730377583207309e-08,4.181138430248401e-08,5.026077828679666e-08,-2.456727489803602e-13
304,8.389423e-07,1.5667851e-07,-5.475493e-07,184.80098,1.895326070021838,1.3144423e-13,-4.5936226e-13,0.00015503736,1.5900692100498379e-06,-8.5789205e-14,2.8954342e-05,2.969568649295648e-07,-0.000101187645,-1.0377844463110696e-06,350.25811442847703,-7.197219e-20,2.4291022e-11,2.4912967489123866e-13,-8.4890595e-11,-8.706412689869443e-13,0.0002938463476716791,-1.585393e-11,-1.625985209213361e-13,5.487791954216242e-05,-0.00019178358230672582,-1.33005315e-17,-1.3641077691380143e-19,4.603940797088248e-11,-1.6089535940138784e-10,-3.0048365950092306e-11,-2.5208845203612487e-17
310,-5.1107004e-06,-5.1141624e-06,-2.3238068e-05,327.9454,1.5659650210291147,2.6136952e-11,1.187628e-10,-0.0016760307,-8.0031780367434e-06,1.1884325e-10,-0.0016771661,-8.008599394464377e-06,-0.0076208175,-3.639000168268007e-05,513.5510315538418,-6.073723e-16,8.571493e-09,4.092955201306642e-11,3.8947714e-08,1.8597839563011912e-10,-0.0026246054549657837,3.89741e-08,1.861043775096244e-10,-0.002626383364314104,-0.0119339338053062,-1.9918495e-13,-9.511237138924169e-16,1.3422658472622475e-08,6.099076009999871e-08,6.103207527837638e-08,-3.11916650656586e-13
476,-3.6775557e-06,-3.5876453e-06,-2.2767346e-05,11.785652,1.4940996505320072,1.31937655e-11,8.3728184e-11,-4.3342392e-05,-5.4946346808227116e-06,8.168116e-11,-4.228274e-05,-5.360299624720368e-06,-0.00026832803,-3.401668416334452e-05,17.60893877451079,-3.0038703e-16,1.5549713e-10,1.9712800419371058e-11,9.867912e-10,1.250982506179908e-10,-6.475785309799057e-05,9.626657e-10,1.2203979787431239e-10,-6.317462685378767e-05,-0.000400908807207684,-3.540257e-15,-4.488081538617732e-16,2.323282088549149e-10,1.4743644676887744e-09,1.4383186075020114e-09,-5.28949678827589e-15
338,2.1466398e-07,3.3705086e-07,-2.2991455e-05,409.83377,1.9471686286851764,7.235268e-14,-4.9354375e-12,8.797655e-05,4.1798697606578803e-07,-7.74929e-12,0.00013813483,6.562948679968797e-07,-0.009422675,-4.47682397055018e-05,798.0154613839555,-1.6634934e-18,2.9652572e-11,1.408828712830832e-13,-2.022709e-09,-9.610128708229379e-12,0.0001713051785262483,-3.1759206e-09,-1.5089173857435542e-11,0.00026897180047631654,-0.01834753648843311,-6.8175575e-16,-3.2391021810264437e-18,5.773855837230804e-11,-3.938555285905243e-09,-6.184053019524602e-09,-1.327493460700943e-15
339,-5.3513763e-06,-5.558383e-06,-2.3309405e-05,121.67743,1.6759993294253945,2.9744998e-11,1.247374e-10,-0.0006511417,-8.968903141436152e-06,1.295626e-10,-0.0006763297,-9.31584581465262e-06,-0.0028362286,-3.906654740227979e-05,203.93128974409655,-6.9333824e-16,3.6192949e-09,4.9852596791204143e-11,1.5177726e-08,2.090597970832712e-10,-0.001091313076986748,1.5764844e-08,2.1714682441742395e-10,-0.0011335281695432325,-0.004753517055598823,-8.4363614e-14,-1.1620343764326143e-15,6.065935816458943e-09,2.543785865800277e-08,2.6421867353886286e-08,-1.4139335556543775e-13
311,-3.3156332e-06,-3.2176897e-06,-2.2919474e-05,33.256657,1.7890540193766356,1.0668679e-11,7.5992566e-11,-0.000110266876,-5.931846892108772e-06,7.374776e-11,-0.000107009604,-5.756620707610502e-06,-0.00076222507,-4.100417681239163e-05,59.49795524485835,-2.445205e-16,3.5480457e-10,1.9086842702148484e-11,2.5272586e-09,1.3595480972274566e-10,-0.00019727339537182505,2.452604e-09,1.319387177693952e-10,-0.00019144595831844982,-0.0013636618293314552,-8.131934e-15,-4.3746039218083565e-16,6.347645742154681e-10,4.52140242642066e-09,4.387840635266395e-09,-1.454847005930125e-14
477,-5.636447e-06,-6.2845984e-06,-2.2665186e-05,184.71764,2.0156448781490326,3.5422807e-11,1.2775112e-10,-0.0010411511,-1.1361075497464524e-05,1.424416e-10,-0.0011608761,-1.2667518545564376e-05,-0.0041866596,-4.568496689318308e-05,372.3251571256901,-8.028645e-16,6.543217e-09,7.139979672106109e-11,2.3597885e-08,2.575008939318944e-10,-0.0020985910095406937,2.6311476e-08,2.871116691469608e-10,-0.002339914081095949,-0.008438819090199222,-1.4830323e-13,-1.6182897020913122e-15,1.3188801668934583e-08,4.756495642289897e-08,5.303458882396319e-08,-2.989266483088715e-13
463,-4.237215e-06,-1.9733159e-06,-2.311917e-05,103.05355,1.7271327218040824,8.361364e-12,9.796089e-11,-0.00043666005,-7.318232421524244e-06,4.5621423e-11,-0.00020335721,-3.4081784184232565e-06,-0.0023825124,-3.992987463169314e-05,177.9871595469797,-1.9330778e-16,8.6166824e-10,1.4441184215415253e-11,1.0095217e-08,1.6919145785844403e-10,-0.0007541698360338694,4.7014495e-09,7.879425550338222e-11,-0.0003512248875065227,-0.004114915360609008,-1.9921053e-14,-3.3386818973147073e-16,1.4882153100032618e-09,1.7435780483842254e-08,8.120027805979368e-09,-3.440630242435843e-14
305,-1.8996192e-06,7.867422e-06,-1.4215231e-05,30648.787,1.6983017005259171,-1.4945106e-11,2.7003526e-11,-0.058221024,-3.2261264810328574e-06,-1.1183722e-10,0.24112694,1.3361256208278749e-05,-0.43567958,-2.4141751326624567e-05,52050.88726690837,2.1244813e-16,-4.5804936e-07,-2.5381298540797718e-11,8.2762534e-07,4.5860133820283525e-11,-0.09887686370509317,-3.4276752e-06,-1.8993334617264706e-10,0.4095062970413504,-0.7399153968571879,6.5112776e-12,3.60801027007749e-16,-7.779060155363995e-07,1.4055574782653183e-06,-5.821226691816685e-06,1.1058113865604359e-11
